Date,Time,Open,High,Low,Close,Volume
2009.04.07,00:00,148.993,149.007,145.787,148.128,65582
2009.04.08,00:00,148.123,148.488,145.710,146.600,54963
2009.04.09,00:00,146.613,147.985,146.273,147.320,61826
2009.04.10,00:00,147.326,147.520,146.605,147.030,21146
2009.04.13,00:00,146.946,148.791,146.400,148.552,39284
2009.04.14,00:00,148.567,149.230,146.957,147.153,64238
2009.04.15,00:00,147.139,149.227,145.821,148.870,54930
2009.04.16,00:00,148.873,149.810,146.551,148.226,59545
2009.04.17,00:00,148.222,148.763,146.149,146.666,61315
2009.04.20,00:00,146.588,147.039,141.965,142.432,58719
2009.04.21,00:00,142.427,145.145,141.485,144.724,68569
2009.04.22,00:00,144.731,144.923,140.581,141.830,63835
2009.04.23,00:00,141.823,144.488,141.028,144.111,62723
2009.04.24,00:00,144.089,144.250,141.114,142.585,66696
2009.04.27,00:00,141.958,142.043,140.121,141.408,64529
2009.04.28,00:00,141.400,141.947,138.997,140.990,64188
2009.04.29,00:00,141.000,144.515,140.915,144.042,49930
2009.04.30,00:00,144.033,146.941,143.623,145.623,65519
2009.05.01,00:00,145.620,148.335,145.583,147.854,52096
2009.05.04,00:00,148.125,149.101,147.314,148.716,48189
2009.05.05,00:00,148.698,149.840,147.779,148.965,51872
2009.05.06,00:00,148.954,149.295,146.945,148.800,57602
2009.05.07,00:00,148.796,150.862,148.037,149.178,55101
2009.05.08,00:00,149.181,150.186,148.150,149.957,62549
2009.05.11,00:00,150.224,150.391,146.728,147.154,64813
2009.05.12,00:00,147.148,149.472,146.300,147.058,70549
2009.05.13,00:00,147.053,148.065,144.151,144.341,71660
2009.05.14,00:00,144.347,146.272,143.330,145.994,78434
2009.05.15,00:00,145.999,146.400,143.521,144.461,82575
2009.05.18,00:00,144.179,147.863,143.009,147.598,83321
2009.05.19,00:00,147.601,149.616,147.059,148.489,93583
2009.05.20,00:00,148.486,149.793,147.538,149.239,97845
2009.05.21,00:00,149.236,150.060,146.816,149.529,111666
2009.05.22,00:00,149.526,151.041,148.141,150.925,105052
2009.05.25,00:00,150.850,151.483,149.773,150.939,52637
2009.05.26,00:00,150.937,151.522,149.548,151.196,108616
2009.05.27,00:00,151.193,153.051,151.178,152.106,122407
2009.05.28,00:00,152.089,154.864,152.021,154.446,125711
2009.05.29,00:00,154.449,155.711,153.245,154.233,113967
2009.06.01,00:00,154.188,159.161,153.477,158.756,120535
2009.06.02,00:00,158.752,159.199,156.861,158.562,121583
2009.06.03,00:00,158.563,160.443,155.680,156.277,130188
2009.06.04,00:00,156.291,158.569,155.171,155.994,134790
2009.06.05,00:00,156.000,158.521,154.859,157.612,120226
2009.06.08,00:00,157.249,158.446,155.523,157.923,112251
2009.06.09,00:00,157.936,159.164,156.615,158.886,120403
2009.06.10,00:00,158.885,161.272,158.451,160.571,123858
2009.06.11,00:00,160.574,162.051,159.924,161.945,118108
2009.06.12,00:00,161.933,162.565,160.458,161.784,112252
2009.06.15,00:00,161.606,161.738,158.834,159.456,112064
2009.06.16,00:00,159.457,160.362,156.445,157.994,131659
2009.06.17,00:00,158.000,159.352,155.600,156.756,128417
2009.06.18,00:00,156.755,158.416,154.944,157.758,99027
2009.06.19,00:00,157.781,159.585,157.364,158.738,73207
2009.06.22,00:00,158.777,158.845,156.377,156.751,105085
2009.06.23,00:00,156.743,156.824,154.037,156.617,123593
2009.06.24,00:00,156.605,158.237,156.112,157.085,113830
2009.06.25,00:00,157.087,158.512,155.925,157.185,94376
2009.06.26,00:00,157.186,158.219,156.652,157.262,97639
2009.06.29,00:00,157.180,159.269,156.703,159.047,90051
2009.06.30,00:00,159.045,160.244,158.176,158.532,108448
2009.07.01,00:00,158.547,159.949,158.173,159.128,89471
2009.07.02,00:00,159.126,159.301,156.586,156.657,99693
2009.07.03,00:00,156.680,157.830,156.398,156.807,58511
2009.07.06,00:00,156.375,156.453,153.004,155.051,99519
2009.07.07,00:00,155.046,155.330,152.683,152.761,91374
2009.07.08,00:00,152.762,152.888,146.743,148.809,116481
2009.07.09,00:00,148.812,152.325,148.078,151.865,111025
2009.07.10,00:00,151.873,152.120,148.363,149.984,103493
2009.07.13,00:00,149.554,151.044,147.124,151.044,107926
2009.07.14,00:00,151.041,152.984,150.678,152.790,81325
2009.07.15,00:00,152.787,155.143,152.364,154.724,91028
2009.07.16,00:00,154.725,155.016,153.025,154.109,105563
2009.07.17,00:00,154.115,154.590,152.374,153.850,94298
2009.07.20,00:00,154.039,156.426,153.763,155.834,98399
2009.07.21,00:00,155.840,155.851,153.093,154.001,102415
2009.07.22,00:00,154.009,154.599,152.293,154.003,103826
2009.07.23,00:00,153.996,157.593,153.804,156.619,105999
2009.07.24,00:00,156.609,157.139,155.350,155.670,90433
2009.07.27,00:00,155.810,157.456,155.129,156.948,87404
2009.07.28,00:00,156.949,157.432,154.121,155.204,97910
2009.07.29,00:00,155.199,156.317,153.847,155.551,109200
2009.07.30,00:00,155.547,158.059,155.212,157.571,98109
2009.07.31,00:00,157.569,158.557,156.905,158.181,95589
2009.08.03,00:00,158.418,161.761,158.064,161.305,95408
2009.08.04,00:00,161.304,162.142,160.017,161.215,101188
2009.08.05,00:00,161.214,162.421,160.416,161.246,101103
2009.08.06,00:00,161.252,162.366,159.937,160.030,98430
2009.08.07,00:00,160.033,163.052,158.950,162.734,85819
2009.08.10,00:00,162.860,162.893,159.363,159.989,89203
2009.08.11,00:00,159.963,160.178,157.806,158.066,99689
2009.08.12,00:00,158.060,159.709,155.954,158.486,116081
2009.08.13,00:00,158.485,160.342,157.352,157.978,106479
2009.08.14,00:00,157.977,158.367,155.993,157.003,100363
2009.08.17,00:00,156.393,156.525,153.435,154.289,104231
2009.08.18,00:00,154.280,157.066,154.011,156.811,103505
2009.08.19,00:00,156.813,157.479,153.618,155.535,110272
2009.08.20,00:00,155.534,156.686,154.538,155.424,87401
2009.08.21,00:00,155.426,156.558,153.548,155.741,81723
2009.08.24,00:00,155.728,156.784,154.810,155.083,74527
2009.08.25,00:00,155.080,155.495,153.386,153.929,81716
2009.08.26,00:00,153.924,154.085,152.204,152.921,79915
2009.08.27,00:00,152.914,153.060,151.046,152.020,85690
2009.08.28,00:00,152.019,153.597,152.018,152.231,73004
2009.08.31,00:00,152.027,152.155,150.029,151.381,73747
2009.09.01,00:00,151.386,152.734,149.812,150.085,82459
2009.09.02,00:00,150.086,150.529,149.013,150.000,83157
2009.09.03,00:00,150.003,151.718,149.377,151.207,74952
2009.09.04,00:00,151.204,152.696,150.811,152.410,67038
2009.09.07,00:00,152.362,153.224,151.568,151.998,51117
2009.09.08,00:00,151.995,152.899,151.308,152.269,72759
2009.09.09,00:00,152.267,152.992,151.640,152.131,74322
2009.09.10,00:00,152.123,153.100,151.900,152.794,73102
2009.09.11,00:00,152.786,152.853,150.476,151.045,73954
2009.09.14,00:00,150.834,150.876,149.878,150.623,74022
2009.09.15,00:00,150.625,151.731,149.445,150.021,74361
2009.09.16,00:00,150.017,150.559,148.603,149.782,79871
2009.09.17,00:00,149.781,151.166,149.573,149.744,76149
2009.09.18,00:00,149.767,150.006,148.229,148.503,71720
2009.09.21,00:00,148.291,149.594,148.038,149.063,73057
2009.09.22,00:00,149.062,149.403,148.455,149.061,78489
2009.09.23,00:00,149.052,150.353,148.224,149.355,88432
2009.09.24,00:00,149.357,149.536,146.291,146.540,92663
2009.09.25,00:00,146.539,146.567,142.716,142.943,92397
2009.09.28,00:00,143.107,143.119,139.720,142.408,99942
2009.09.29,00:00,142.416,143.932,142.020,143.828,95303
2009.09.30,00:00,143.814,144.511,142.824,143.579,95621
2009.10.01,00:00,143.580,144.206,142.674,142.768,87297
2009.10.02,00:00,142.766,143.166,140.798,143.155,87366
2009.10.05,00:00,142.460,143.944,142.460,142.664,84067
2009.10.06,00:00,142.648,143.215,140.950,141.210,92339
2009.10.07,00:00,141.195,141.997,139.693,141.342,88671
2009.10.08,00:00,141.340,142.529,140.948,141.979,89146
2009.10.09,00:00,141.978,143.097,141.650,142.219,89717
